imdb_id,score,explanation,name
tt0065854,3,There are two or more women in this movie and they talk to each other about something other than a man,The House That Dripped Blood
tt0309721,0,Fewer than two women in this movie,The Island of Doctor Agor
tt0067277,1,"There are two or more women in this movie, but they don't talk to each other",Johnny Got His Gun
tt0067309,3,There are two or more women in this movie and they talk to each other about something other than a man,Klute
tt0067322,3,There are two or more women in this movie and they talk to each other about something other than a man,The Lady Hermit
tt0067328,2,"There are two or more women in this movie, but they only talk to each other about a man",The Last Picture Show
tt0067341,3,There are two or more women in this movie and they talk to each other about something other than a man,Let's Scare Jessica to Death
tt0066919,1,"There are two or more women in this movie, but they don't talk to each other",Lulu the Tool
tt0067367,3,There are two or more women in this movie and they talk to each other about something other than a man,Lust for a Vampire
tt0067372,1,"There are two or more women in this movie, but they don't talk to each other",Macbeth
tt0067402,3,There are two or more women in this movie and they talk to each other about something other than a man,"Mary, Queen of Scots"
tt0067411,3,There are two or more women in this movie and they talk to each other about something other than a man,McCabe & Mrs. Miller
tt0067418,2,"There are two or more women in this movie, but they only talk to each other about a man",Melody
tt0066728,1,"There are two or more women in this movie, but they don't talk to each other",The Million Dollar Duck
tt0067439,3,There are two or more women in this movie and they talk to each other about something other than a man,Mon oncle Antoine
tt0067451,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Mrs. Pollifax - Spy
tt0067483,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious",Nicholas and Alexandra
tt0067588,3,There are two or more women in this movie and they talk to each other about something other than a man,Play Misty for Me
tt0067633,3,There are two or more women in this movie and they talk to each other about something other than a man,Punishment Park
tt0066857,2,"There are two or more women in this movie, but they only talk to each other about a man",Rum Runners
tt0067736,3,There are two or more women in this movie and they talk to each other about something other than a man,The Seven Minutes
tt0067741,1,"There are two or more women in this movie, but they don't talk to each other",Shaft
tt0067800,1,"There are two or more women in this movie, but they don't talk to each other",Straw Dogs
tt0067810,1,"There are two or more women in this movie, but they don't talk to each other",Sweet Sweetback's Baadasssss Song
tt0067820,3,There are two or more women in this movie and they talk to each other about something other than a man,Taking Off
tt0066434,0,Fewer than two women in this movie,THX 1138
tt0068154,1,"There are two or more women in this movie, but they don't talk to each other",Trinity Is Still My Name
tt0067881,3,There are two or more women in this movie and they talk to each other about something other than a man,The Trojan Women
tt0066380,3,There are two or more women in this movie and they talk to each other about something other than a man,Vampyros Lesbos
tt0067927,0,Fewer than two women in this movie,Vanishing Point
tt0067541,1,"There are two or more women in this movie, but they don't talk to each other",Wake in Fright
tt0067959,1,"There are two or more women in this movie, but they don't talk to each other",Walkabout
tt0067972,1,"There are two or more women in this movie, but they don't talk to each other",Werewolves on Wheels
tt0067992,2,"There are two or more women in this movie, but they only talk to each other about a man",Willy Wonka & the Chocolate Factory
tt0065375,1,"There are two or more women in this movie, but they don't talk to each other",The Adventures of Gerard
